query_id,user_id,query_type,query_text,target_event_id,dense_target_rank,onehop_target_rank,ppr_rrf_target_rank,raw_ppr_target_rank,raw_ppr_target_score,ppr_rrf_rank_gain_vs_dense,ppr_rrf_rank_gain_vs_onehop,ppr_rrf_outcome_vs_dense,ppr_rrf_outcome_vs_onehop,dense_top1_event_id,onehop_top1_event_id,ppr_rrf_top1_event_id,ppr_rrf_top1_identical_to_dense,ppr_rrf_top1_identical_to_onehop,target_is_dense_seed,shortest_any_relation_distance,shortest_any_relation_distance_bucket,shortest_next_only_distance,shortest_next_only_distance_bucket,is_high_memory_load
tokyo_80051_relational_after,80051,relational_after,Which Gas Station did I visit after 五ノ神社?,2018_1480024__event_002,1,1,1,1,0.1463397963,0,0,unchanged,unchanged,2018_1480024__event_002,2018_1480024__event_002,2018_1480024__event_002,True,True,True,0,0,0,0,False
tokyo_80051_semantic,80051,semantic,Which Rest Area did I visit in Hachiōji?,2018_1480044__event_001,1,1,2,4,0.1131630937,-1,-1,worsened,worsened,2018_1480044__event_001,2018_1480044__event_001,2018_1480012__event_002,False,False,True,0,0,0,0,False
tokyo_80051_temporal_spatial,80051,temporal_spatial,Which Furniture / Home Store did I visit in Fussa in July 2018?,2018_1480056__event_001,1,1,1,3,0.1186312032,0,0,unchanged,unchanged,2018_1480056__event_001,2018_1480056__event_001,2018_1480056__event_001,True,True,True,0,0,0,0,False
tokyo_80415_relational_after,80415,relational_after,Which Train Station did I visit after 高尾駅 (Takao Sta.)?,2018_1485522__event_003,2,3,3,3,0.1380957661,-1,0,worsened,unchanged,2018_1485522__event_002,2018_1485522__event_002,2018_1485522__event_002,True,True,True,0,0,0,0,False
tokyo_80415_semantic,80415,semantic,Which Coffee Shop did I visit in Hachiōji?,2018_1485473__event_002,1,1,1,1,0.1643327878,0,0,unchanged,unchanged,2018_1485473__event_002,2018_1485473__event_002,2018_1485473__event_002,True,True,True,0,0,0,0,False
tokyo_80415_temporal_spatial,80415,temporal_spatial,Which Bus Station did I visit in Hachiōji in September 2018?,2018_1485536__event_002,2,3,2,1,0.1421811272,0,1,unchanged,improved,2018_1485532__event_002,2018_1485532__event_002,2018_1485532__event_002,True,True,True,0,0,0,0,False
tokyo_80480_relational_after,80480,relational_after,Which Chinese Restaurant did I visit after 麺や 樽座?,2018_1486542__event_002,2,2,2,1,0.1647455478,0,0,unchanged,unchanged,2018_1486542__event_001,2018_1486542__event_001,2018_1486542__event_001,True,True,True,0,0,0,0,False
tokyo_80480_semantic,80480,semantic,Which Furniture / Home Store did I visit in Hachiōji?,2018_1486540__event_003,2,2,3,3,0.1127419294,-1,-1,worsened,worsened,2018_1486548__event_001,2018_1486548__event_001,2018_1486548__event_001,True,True,True,0,0,0,0,False
tokyo_80480_temporal_spatial,80480,temporal_spatial,Which Arcade did I visit in Hachiōji in June 2018?,2018_1486550__event_002,6,12,9,19,0.0020940250,-3,3,worsened,improved,2018_1486544__event_002,2018_1486544__event_002,2018_1486514__event_001,False,False,False,2,2,,unreachable,False
tokyo_86988_relational_after,86988,relational_after,Which Bike Shop did I visit after からやま?,2018_1596296__event_002,2,2,1,1,0.1401448619,1,1,improved,improved,2018_1596296__event_001,2018_1596296__event_001,2018_1596296__event_002,False,False,True,0,0,0,0,True
tokyo_86988_semantic,86988,semantic,Which Miscellaneous Shop did I visit in Hachiōji?,2018_1596327__event_005,1,1,3,4,0.1135252876,-2,-2,worsened,worsened,2018_1596327__event_005,2018_1596327__event_005,2018_1596283__event_001,False,False,True,0,0,0,0,True
tokyo_86988_temporal_spatial,86988,temporal_spatial,Which Motorcycle Shop did I visit in Hachiōji in February 2018?,2018_1596300__event_003,5,5,5,5,0.1117229647,0,0,unchanged,unchanged,2018_1596277__event_003,2018_1596277__event_003,2018_1596324__event_002,False,False,True,0,0,0,0,True
tokyo_87391_temporal_spatial,87391,temporal_spatial,Which Ramen Restaurant did I visit in Fussa in November 2017?,2018_1602172__event_001,1,1,1,1,0.1431271705,0,0,unchanged,unchanged,2018_1602172__event_001,2018_1602172__event_001,2018_1602172__event_001,True,True,True,0,0,0,0,False
tokyo_88625_relational_after,88625,relational_after,Which Spa did I visit after 拝島駅 (Haijima Sta.)?,2018_1619235__event_004,3,3,5,5,0.1309827342,-2,-2,worsened,worsened,2018_1619235__event_003,2018_1619235__event_003,2018_1619235__event_003,True,True,True,0,0,0,0,False
tokyo_88625_semantic,88625,semantic,Which Shopping Mall did I visit in Hachiōji?,2018_1619230__event_001,2,2,3,4,0.1157458156,-1,-1,worsened,worsened,2018_1619218__event_002,2018_1619218__event_002,2018_1619218__event_002,True,True,True,0,0,0,0,False
tokyo_88625_temporal_spatial,88625,temporal_spatial,Which Train Station did I visit in Hachiōji in November 2017?,2018_1619221__event_002,1,1,2,3,0.1171568856,-1,-1,worsened,worsened,2018_1619221__event_002,2018_1619221__event_002,2018_1619240__event_001,False,False,True,0,0,0,0,False
tokyo_88793_relational_after,88793,relational_after,Which Nightclub did I visit after 福島商店?,2018_1621573__event_002,1,1,1,1,0.1491464998,0,0,unchanged,unchanged,2018_1621573__event_002,2018_1621573__event_002,2018_1621573__event_002,True,True,True,0,0,0,0,True
tokyo_88793_semantic,88793,semantic,Which Train Station did I visit in Hachiōji?,2018_1621568__event_002,1,1,1,1,0.1483590123,0,0,unchanged,unchanged,2018_1621568__event_002,2018_1621568__event_002,2018_1621568__event_002,True,True,True,0,0,0,0,True
tokyo_88793_temporal_spatial,88793,temporal_spatial,Which Ramen Restaurant did I visit in Fussa in December 2017?,2018_1621591__event_002,2,3,3,3,0.1155660583,-1,0,worsened,unchanged,2018_1621582__event_002,2018_1621582__event_002,2018_1621582__event_002,True,True,True,0,0,0,0,True
